Water Body Name,City,Call Category,County,Date ID,Comments,Report Date,Call ID
Boynton Lakes Pond,Boynton Beach,Abnormal Appearance,Palm Beach,40119,Largemouth Bass,4/1/2019,29774
Fort Desoto,Tierra Verde,Mortality - Crustacea,Pinellas,40219,Shrimp,4/2/2019,29775
Santa Rosa Sound,Okaloosa Island,Fish Kill,Okaloosa,20419,Red Drum,4/2/2019,29776
Philippe Creek Park,Safety Harbor,Fish Kill,Pinellas,40219,Species Unidentified,4/2/2019,29777
Reef Resort Martina,Marathon,Mortality - Crustacea,Monroe,40319,"Eel, Lobster,  Crab, Baitfish",4/3/2019,29778
Exact Location Unknown,Viera,Mortality - Reptile,Brevard,40319,FW Turtle - Softshell,4/3/2019,29779
Easy Street pond,Sebastian,Mortality - Reptile,Indian River,40319,FW Turtle,4/3/2019,29780
Triangle Lake,Holiday,Fish Kill,Pasco,40419,"Tilapia, Catfish",4/4/2019,29781
GOM - 7.8 Miles West Venice Jetty,Venice,Fish Kill,Sarasota,40419,"Small Snapper, Pinfish, Baitfish, Grunt",4/4/2019,29782
Key Biscayne - Crandon Marina,Miami,Fish Kill,Miami-Dade,40419,Snook,4/4/2019,29783
Beacon Square - Triangle Lake,Holiday,Fish Kill,Pasco,40419,Species Unidentified,4/4/2019,29785
Villano Beach,St Augustine,Fish Kill,St. Johns,40519,Blacktip Shark,4/5/2019,29786
St Augustine Beach,St Augustine,Fish Kill,St. Johns,40519,Spinner Shark,4/5/2019,29784
GOM - Caspersen Beach,Venice,Fish Kill,Sarasota,40619,Grass Minnow,4/6/2019,29789
Exact Location Unknown,St Petersburg,Fish Kill,Pinellas,40619,Seatrout,4/6/2019,29790
GOM - Barefoot Beach,Naples,Fish Kill,Collier,40719,Species Unidentified,4/7/2019,29787
Sanibel Causeway - Span A,Sanibel,Discolored Water,Lee,40719,No Species,4/7/2019,29788
Private Lake,Holiday,Fish Kill,Pasco,40819,Tilapia,4/8/2019,29791
Private Lake,Holiday,Fish Kill,Pasco,40819,Species Unidentified,4/8/2019,29792
Mandarin Station Pond,Jacksonville,Mortality - Bird,Duval,41119,"Snake, Duck, Cardinal, Blackbird, Cat",4/11/2019,29797
Center Street Retention Pond,Jupiter,Fish Kill,Palm Beach,41119,Species Unidentified,4/11/2019,29798
Lake Poloma,Dunedin,Fish Kill,Pinellas,41119,Species Unidentified,4/11/2019,29800
Exact Location Unknown,Wellborn,Fish Kill,Suwannee,41219,Species Unidentified,4/12/2019,29801
Private Canal Behind Home,Loxahatchee,Fish Kill,Palm Beach,41219,Tilapia,4/12/2019,29802
GOM - Manasota Key Beach,Englewood Beach,Fish Kill,Charlotte,41219,"Species Unidentified, Blue Crab",4/12/2019,29804
GOM - 10 Miles West Gasparilla Pass,Englewood,Fish Kill,Charlotte,41219,Species Unidentified,4/12/2019,29805
Hulet Brance Canal,Palm Cove,Abnormal Appearance,Flagler,41219,Largemouth Bass,4/12/2019,29799
GOM - 7 Miles West Stump Pass,Placida,Fish Kill,Charlotte,41219,Baitfish,4/12/2019,29807
GOM - Naples Pier,Naples,Fish Kill,Collier,41319,Shark,4/13/2019,29806
Exact Location Unknown,Ocoee,Fish Kill,Orange,41419,"Pleco, Largemouth Bass",4/14/2019,29808
Triangle Lake,Holiday,Fish Kill,Pasco,41419,Tilapia,4/14/2019,29809
GOM - Service Club Park Beach,Venice,Fish Kill,Sarasota,41519,Hammerhead Shark,4/15/2019,29810
GOM - Service Club Park Beach,Venice,Fish Kill,Sarasota,41519,Hammerhead Shark,4/15/2019,29811
King Oak Pond,St Cloud,Fish Kill,Osceola,41619,Species Unidentified,4/16/2019,29814
GOM - Service Club Park Beach,Venice,Fish Kill,Sarasota,41619,Hammerhead Shark,4/16/2019,29815
GOM - Miramar Beach,Miramar Beach,Injured / Distressed Animals,Walton,41619,Bird,4/16/2019,29816
Lake Griffin at 441 Culverts,Leesburg,Fish Kill,Lake,41619,"Bass, Bluegill, Shad",4/16/2019,29817
GOM - Englewood Beach,Manasota Key,Fish Kill,Sarasota,41619,Baitfish,4/16/2019,29818
Triangle Lake,Holiday,Mortality - Bird,Pasco,41619,Duck,4/16/2019,29819
Withlacoochee River,Lake Panasoffkee,Mortality - Marine Mammal,Sumter,41719,Manatee,4/17/2019,29820
Lake Griffin at 441 Culverts,Leesburg,Fish Kill,Lake,41719,"Largemouth Bass, Crappie, Catfish, Bluegill",4/17/2019,29821
Lake Griffin at 441 Culverts,Leesburg,Fish Kill,Lake,41719,"Bluegill, Crappie, Bass",4/17/2019,29823
Placida Harbor - Palm Island Resort,Don Pedro Island,Mortality - Crustacea,Charlotte,41819,Crab,4/18/2019,29824
Gulf Stream Canal,Boca Raton,Fish Kill,Palm Beach,41819,"Bass, Bream",4/18/2019,29825
Salt Springs - Marina Boat Ramp,salt Springs / Ft McCoy,Fish Kill,Marion,41819,Mullet,4/18/2019,29826
IRL - Bakers Point / Negro Cove,Stuart,Fish Kill,Martin,41919,"Snook, Mullet",4/19/2019,29827
Silver Glen Springs,Salt Springs,Abnormal Appearance,Marion,41919,Mullet,4/19/2019,29828
George M Lynch Canal,St Petersburg,Fish Kill,Pinellas,42119,Tilapia,4/21/2019,29830
Herschel King Boat Ramp,Palm Coast,Fish Kill,Flagler,42219,Sawfish,4/22/2019,29831
Salt Springs - Lake George,Salt Springs,Fish Kill,Marion,42219,"Mullet, Tilapia",4/22/2019,29832
GOM - Sanibel Lighthouse Beach,Sanibel,Mortality - Crustacea,Lee,42219,Blue Crab,4/22/2019,29833
Bear Creek Beacon Woods Pond,Hudson,Fish Kill,Pasco,42219,Species Unidentified,4/22/2019,29834
Lake George,Salt Springs,Discolored Water,Marion,42319,No Species,4/23/2019,29836
Imperial Lakes Pond,Mulberry,Injured / Distressed Animals,Polk,42319,Tilapia,4/23/2019,29837
SJR - 15 Miles North Lake George,Palatka,Mortality - Marine Mammal,Putnam,42319,Manatee,4/23/2019,29838
Legacy Townhomes Pond,Tampa,Discolored Water,Hillsborough,42319,No Species,4/23/2019,29839
 Salt Springs Recreation Area,Salt Springs,Abnormal Appearance,Marion,42319,Mullet,4/23/2019,29840
Rainbow Lake Canal/Pond,Pembroke Pines,Fish Kill,Broward,42319,Species Unidentified,4/23/2019,29841
Salt Springs Recreational Area,Salt Springs,Abnormal Appearance,Marion,42319,Mullet,4/23/2019,29842
Scott Lake,Lakeland,Fish Kill,Polk,42319,Minnow,4/23/2019,29843
SJR - Federal Point,Palatka,Discolored Water,Putnam,42319,No Species,4/23/2019,29844
SJR - Federal Point,Palatka,Abnormal Appearance,Putnam,42419,"Bass, Bream",4/24/2019,29845
Sarasota Bay - Ringling Causeway,Sarasota,Mortality - Mollusca,Sarasota,42419,Sea Hare,4/24/2019,29846
Oak Park Elementary School Pond,Tampa,Fish Kill,Hillsborough,42419,Species Unidentified,4/24/2019,29847
Salt Springs / Glen Springs,Salt Springs,Abnormal Appearance,Marion,42419,Mullet,4/24/2019,29848
John Pennekamp Park,Key Largo,Discolored Water,Monroe,42419,No Species,4/24/2019,29851
Marriott / Turnberry Golf Course Pond,Aventura,Fish Kill,Miami-Dade,42519,Species Unidentified,4/25/2019,29852
Private Retention Pond,Melbourne,Fish Kill,Brevard,42519,"Bass, Tilapia",4/25/2019,29853
Private Retention Pond,Melbourne,Fish Kill,Brevard,42519,Species Unidentified,4/25/2019,29854
Safety Harbor Marina Boat Ramp,Safety Harbor,Discolored Water,Pinellas,42619,No Species,4/26/2019,29855
Exact Location Unknown,Clearwater,Mortality - Bird,Pinellas,42619,Canadian Goose,4/26/2019,29856
SJR - Mayport Boat Ramp,Mayport,Fish Kill,Duval,42719,Species Unidentified,4/27/2019,29860
Indianwood Canal,Indiantown,Fish Kill,Martin,42919,Species Unidentified,4/29/2019,29862
Exact Location Unknown,Naples,Mortality - Reptile,Collier,42919,FW Turtle,4/29/2019,29857
Cape Haze Preserve Boat Ramp,Boca Grande,Fish Kill,Charlotte,42919,"Ladyfish, Catfish, Pinfish",4/29/2019,29858
Whittridge Pond,Winter Garden,Fish Kill,Orange,42919,Species Unidentified,4/29/2019,29859
SJR - East Palatka,Palatka,Fish Kill,Putnam,42419,Species Unidentified,4/29/2019,29850
Bayboro - Harbor Side,St Petersburg,Mortality - Sea Turtle,Pinellas,43019,"Sea Turtle, Bird",4/30/2019,29863
Babcock/Cecil M. Webb WMA,Punta Gorda,Fish Kill,Charlotte,43019,Armorded Catfish,4/30/2019,29864
Eagle Harbor Pond,Fleming Island,Fish Kill,Clay,43019,Species Unidentified,4/30/2019,29865
Blue Spring State Park - Starks Cutoff,De Bary,Fish Kill,Volusia,50119,Mullet,5/1/2019,29866
Dunedin Causeway - St Joseph Sound,Dunedin,Fish Kill,Pinellas,50119,"Mullet, Sea Hare",5/1/2019,29867
Dunedin Causeway - St Joseph Bay,Dunedin,Fish Kill,Pinellas,50119,Shark,5/1/2019,29870
GOM - Venice Pier,Venice,Fish Kill,Sarasota,50119,Hammerhead Shark,5/1/2019,29871
SJR - Tocoi Point,St Augustine,Fish Kill,St. Johns,50219,Gar,5/2/2019,29872
Gulf Harbor Canal,Fort Myers,Fish Kill,Lee,50219,Tarpon,5/2/2019,29873
Lynch - Medowlawn - Fossil PK - 70th Ave Lakes,St Petersburg,Mortality - Bird,Pinellas,50219,Muscovy,5/2/2019,29874
Fossil Park Pond,St Petersburg,Mortality - Bird,Pinellas,50219,Duck,5/2/2019,29876
18th Street Drainage Canal,Edgewater,Fish Kill,Volusia,50219,Species Unidentified,5/2/2019,29877
18th Street Drainage Canal,Edgewater,Mortality - Fish Kill,Volusia,50219,Species Unidentified,5/2/2019,29879
SJR,Palatka,Mortality - Crustacea,Putnam,50219,"Species Unidentified, Crab",5/2/2019,29880
Salt Springs,Salt Springs,Fish Kill,Marion,50219,Species Unidentified,5/2/2019,30074
Gold Creek Trail Pond,Windermere,Fish Kill,Orange,50319,Species Unidentified,5/3/2019,29883
South Lake Miccosukee Dam,Monticello,Fish Kill,Jefferson,50319,"Largemouth Bass, Bluegill, Carp, Bowfin, Catfish",5/3/2019,29884
Dania Cutoff Canal,Hollywood,Fish Kill,Broward,50319,"Species Unidentified, Mullet",5/3/2019,29885
Gold Creek Trail Pond,Windermere,Fish Kill,Orange,50319,Species Unidentified,5/3/2019,29887
Private Pond,Cedar Cove - NC,Fish Kill,Prange,50419,"Largemouth Bass, Catfish",5/4/2019,29898
Cutler Bay - Property Inlet,Miami,Fish Kill,Miami-Dade,50519,Species Unidentified,5/5/2019,29886
Isla Del Sol Golf Course Pond,St Petersburg Beach,Fish Kill,Pinellas,50519,Snook,5/5/2019,29888
Lake Trafford,Immokalee,Fish Kill,Collier,50519,Bassm Bluegill,5/5/2019,29895
Robbies Marina,Islamorada,Fish Kill,Monroe,50619,"Flounder, Sargent Major, Grunt, Mangrove Snapper",5/6/2019,29896
Bullfrog Creek,Gibsonton,Fish Kill,Hillsborough,50619,Species Unidentified,5/6/2019,29897
Florida Bay - Robbies Marina,Islamorada,Fish Kill,Monroe,50619,"Pelchard, Mullet, Pinfish",5/6/2019,29889
Private Pond,Winter Park,Fish Kill,Orange,50619,Species Unidentified,5/6/2019,29890
Lobster/Bonito Lane Canal,Key Largo,Fish Kill,Monroe,50619,Grouper,5/6/2019,29891
Robbies Marina,Islamorada,Fish Kill,Monroe,50619,"Sargent Major, Parrotfish, Grunt, Mutton",5/6/2019,29892
Cutter Bay Property Inlet,Miami,Fish Kill,Miami-Dade,50619,Species Unidentified,5/6/2019,29893
South Lake Miccosukee Water Control Dam,Monticello,Fish Kill,Jefferson,50619,Species Unidentified,5/6/2019,29894
Colony Mobile Home Park Pond,Merritt Island,Fish Kill,Brevard,50719,Species Unidentified,5/7/2019,29899
Lake Garfield Boat Ramp,Bartow,Mortality - Crustacea,Polk,50719,Shrimp,5/7/2019,29902
Lower Wekiva River,Wekiva Springs,Abnormal Appearance,Seminole,50719,Mullet,5/7/2019,29903
Ocean Reef Club,Key Largo,Mortality - Crustacea,Monroe,50719,"Species Unidentified, Crab, Lobster",5/7/2019,29904
GOM - Santa Rosa Beach,Santa Rosa Beach,Fish Kill,Okaloosa,50719,Bull Shark,5/7/2019,29905
Chelsea Loop Pond,Land O' Lakes,Fish Kill,Pasco,50719,Species Unidentified,5/7/2019,29906
Long Lake Village Pond,West Palm Beach,Fish Kill,Palm Beach,50719,Species Unidentified,5/7/2019,29907
Chelsea Loop Pond,Land O' Lakes,Fish Kill,Pasco,50819,"Bass, Bluegill",5/8/2019,29908
SJR - Cow Creek,East Palatka,Fish Kill,Putnam,50819,"Largemouth Bass, Bream",5/8/2019,29909
Sugarloaf Key Creek - MM17,Key West,Fish Kill,Monroe,50819,"Grunt, Angelfish, Butterfly Fish, Puffer, Minnow, Pilchard",5/8/2019,29910
Rodman Dam Orange Springs Boat Ramp,Ft McCoy,Abnormal Appearance,Putnam,50819,Mullet,5/8/2019,29911
Coral Creek,Placida,Discolored Water,Charlotte,50819,No Species,5/8/2019,29913
IRL - Black Point Preserve,Titusville,Mortality - Crustacea,Brevard,50819,"Horseshoe Crab, Blue Crab, ConchDavid",5/8/2019,29914
GOM - Barefoot Beach,Bonita Springs,Fish Kill,Lee,50819,Species Unidentified,5/8/2019,29916
Apopka-Beauclair Canal Lock & Dam,Mount Dora,Fish Kill,Lake,50819,"Chubsucker, Gizzard Shad, Bass, Bluegill, Bream, Catfish",5/8/2019,29917
Iroquois Drive Canal,Islamorada,Fish Kill,Monroe,50819,Snapper,5/8/2019,29918
GOM - Turner Beach,Sanibel,Fish Kill,Lee,50919,Glass Minnow,5/9/2019,29919
GOM - Sand Key Beach,Clearwater,Fish Kill,Pinellas,50919,"Hammerhead Shark, Sandshark",5/9/2019,29920
Fruitville Library Pond,Sarasota,Fish Kill,Sarasota,50919,Species Unidentified,5/9/2019,29921
Lake Howell,Casselberry,Fish Kill,Seminole,50919,Carp,5/9/2019,29922
Ocean Reef Marina & Canals,Key Largo,Fish Kill,Monroe,51019,"Mangrove Snapper, Grunt",5/10/2019,29923
Wynken & Blinken and Nod Estates Canal,Key Largo,Fish Kill,Monroe,51019,"Parotfish, Snapper",5/10/2019,29924
Wynken & Blinken and Nod Estates Canal,Key Largo,Fish Kill,Monroe,51019,"Parrotfish, Pilchard, Pinfish",5/10/2019,29925
GOM - Longboat Key Beach,Longboat Key,Fish Kill,Manatee,51019,"Blacktip Shark, Bonnethead Shark, Blacknose Shark",5/10/2019,29926
Ocean Reef Club,Key Largo,Fish Kill,Monroe,51019,Species Unidentified,5/10/2019,29927
Outer Bounds Key West Harbor,Key West,Fish Kill,Monroe,51019,Minnow,5/10/2019,29928
Tampa Bay Golf and Country Club Pond,San Antonio,Fish Kill,Pasco,51019,Species Unidentified,5/10/2019,29929
GOM - Longboat Key Beach,Longboat Key,Mortality - Crustacea,Manatee,51109,Blue Crab,5/10/2019,29932
Braden River Boat Ramp,Bradenton,Mortality - Crustacea,Manatee,51119,Blue Crab,5/11/2019,29933
Country Lakes Retention Pond,Sarasota,Fish Kill,Sarasota,51119,Species Unidentified,5/11/2019,29934
Rock Key - Eastern Dry Rocks,Key West,Fish Kill,Monroe,51119,Shark,5/11/2019,29935
Poinciana Avenue Canal,Miami,Fish Kill,Miami-Dade,51119,Species Unidentified,5/11/2019,29936
SJR - Huguenot Park Beach,Jacksonville,Fish Kill,Duval,51219,"Species Unidentified, Croaker",5/12/2019,29937
St Pete Kenwood Lakes,St Petersburg,Mortality - Bird,Pinellas,51319,Muscovy,5/13/2019,29938
Jagruti District Lakes & Ponds,Kendall,Mortality - Bird,Miami-Dade,51319,"Species Unidentified, Bass, Tilapia, Muscovy",5/13/2019,29940
Private Pond,Tavares,Fish Kill,Lake,51319,Species Unidentified,5/13/2019,29941
Lake Tarpon,Tarpon Springs,Abnormal Appearance,Pinellas,51319,Largemouth Bass,5/13/2019,29942
Briarwood Mobile Home Park Pond,Port Orange,Fish Kill,Palm Beach,51319,Species Unidentified,5/13/2019,29943
Anclote Park Boat Ramp,Holiday,Fish Kill,Pasco,51419,"Species Unidentified, Shark",5/14/2019,29944
Country Lakes Retention Pond,Sarasota,Fish Kill,Sarasota,51419,Species Unidentified,5/14/2019,29945
GOM - Longboat Key Beach,Longboat Key,Fish Kill,Manatee,51419,Shark,5/14/2019,29946
Sugarloaf Creek,Sugarloaf Key,Fish Kill,Monroe,51419,Species Unidentified,5/14/2019,29947
GOM - Seaside Bird Sancurary,Indian Shores,Mortality - Bird,Pinellas,51419,Pelican,5/14/2019,29948
MM10 - Key West Naval Air Station,Key West,Fish Kill,Monroe,51419,Species Unidentified,5/14/2019,29949
IRL - Sebastian Inlet State Park,Sebastian,Fish Kill,Indian River,51419,Mullet,5/14/2019,29950
Private Pond,Bushnell,Fish Kill,Sumter,51419,Species Unidentified,5/14/2019,29954
Withlacoochee Little Canal,Webster,Fish Kill,Sumter,51519,Bluegill,5/15/2019,29955
Rowland Marina Canal,Clewiston,Fish Kill,Hendry,51519,"Catfish, Bass, Bluegill, Crappy",5/15/2019,29956
Carlton Arms Pond,Bradenton,Fish Kill,Manatee,51519,"Snook, Tilapia, Tarpon, Shad",5/15/2019,29957
Naples Bay,Naples,Injured / Distressed  Animals,Collier,51519,Shark,5/15/2019,29958
Eau Gallie River - Ballard Park Boat Ramp,Melbourne,Fish Kill,Brevard,51519,Bullshark,5/15/2019,29959
Tamarac Park Geiger Key Mars Lane Canal,Key West,Fish Kill,Monroe,51519,"Pinfish, Mangrove Snapper, Sharptail Eel",5/15/2019,29960
Silver Glen Springs,Ocala,Abnormal Appearance,Marion,51519,"Striped Bass, Mullet",5/15/2019,29952
Sammy Creek,Sugarloaf Key,Fish Kill,Monroe,51519,"Snapper, Porgy",5/15/2019,29953
GOM - 30 Miles WSW Sanibel,Fort Myers,Discolored Water,Lee,71519,No Species,5/15/2019,30270
Private Pond,Jensen Beach,Fish Kill,Martin,51619,Species Unidentified,5/16/2019,29962
Lake George,Salt Springs,Fish Kill,Marion,51619,Armored Catfish,5/16/2019,29964
Private Pond,Jensen Beach,Fish Kill,Martin,51619,Tilapia,5/16/2019,29965
Glem Elyn Pond,Sarasota,Fish Kill,Sarasota,51619,Species Unidentified,5/16/2019,29966
Private Pond,Jensen Beach,Fish Kill,Martin,51619,Tilapia,5/16/2019,29967
Private Pond,Jensen Beach,Fish Kill,Martin,51619,Species Unidentified,5/16/2019,29968
Matanzas Shores Pond,Palm Coast,Fish Kill,Flagler,51619,Species Unidentified,5/16/2019,29969
Lake George,Fort Mc Coy,Abnormal Appearance,Volusia,51619,Shad,5/16/2019,29970
Sebastian Inlet State Park,Sebastian,Fish Kill,Indian River,51619,Mullet,5/16/2019,29971
Venice North Jetty,Venice,Abnormal Appearance,Sarasota,51619,Grouper,5/16/2019,29972
Private Pond - Hendry Landings,Lake Placid,Fish Kill,Highlands,51619,"Bream, Bluegill, Bass, Shiner",5/16/2019,29973
Murray Marina,Key West,Fish Kill,Monroe,51719,Species Unidentified,5/17/2019,29974
Gemini Springs Park,De Bary,Abnormal Appearance,Volusia,51719,Mullet,5/17/2019,29975
Millers Landing Pond,Winter Haven,Fish Kill,Polk,51719,Koi,5/17/2019,29976
Egrets Landing Pond,Palm Harbor,Fish Kill,Pinellas,51719,Species Unidentified,5/17/2019,29977
South End Gregory Canal,Cape Coral,Fish Kill,Lee,51719,Minnow,5/17/2019,29979
Anglers Green Pond,Mulberry,Fish Kill,Polk,51919,"Tilapia, Bass, FW Turtle",5/19/2019,29980
Anglers Green Pond,Mulberry,Fish Kill,Polk,51919,Tilapia,5/19/2019,29981
Oak Lee Pond - Private,South Daytona,Fish Kill,Volusia,51919,Species Unidentified,5/19/2019,29978
GOM - Clearwater Beach,Clearwater,Mortality - Cartilaginous,Pinellas,52019,Stingray,5/20/2019,29982
Anglers Green Pond,Mulberry,Fish Kill,Polk,52019,Species Unidentified,5/20/2019,29983
Sherris Pond - Private,Ormond Beach,Fish Kill,Volusia,52019,Bluegill,5/20/2019,29984
Sherris Pond - Private,Ormond Beach,Fish Kill,Volusia,52019,Species Unidentified,5/20/2019,29985
Lake George,Georgetown,Fish Kill,Putnam,52019,Glass Carp,5/20/2019,29986
Sawgrass Resort Golf Pond,Ponte Vedra Beach,Abnormal Appearance,St. Johns,52119,Largemouth Bass,5/21/2019,29987
World Golf Village Pond,St Augustine,Mortality - Reptile,St. Johns,52119,"Species Unidentified, FW Turtle",5/21/2019,29988
Newmans Lake,Gainesville,Fish Kill,Alachua,52119,Bull Shark,5/21/2019,29989
GOM - Venice Beach,Venice,Fish Kill,Sarasota,52119,Species Unidentified,5/21/2019,29990
Matlacha Pass,Matlacha,Abnormal Appearance,Lee,52119,Goliath Grouper,5/21/2019,29991
Retention Pond,Bradenton,Fish Kill,Manatee,52219,Eel,5/22/2019,29992
High Hill Pond,Tallahassee,Fish Kill,Leon,52319,Bluegill,5/23/2019,29994
Intercoastal Park Beach,Boynton Beach,Fish Kill,Palm Beach,52319,Species Unidentified,5/23/2019,29995
Philippe Park - Old Tampa Bay,Safety Harbor,Discolored Water,Pinellas,52319,No Species,5/23/2019,29996
Cherie Lane Canal,North Fort Myers,Fish Kill,Lee,52319,"Catfish, Minnow",5/23/2019,29997
Mariners Way Pond,New Port Richey,Fish Kill,Pasco,52319,Species Unidentified,5/23/2019,29998
Lake Catherine,Palm Beach Gardens,Fish Kill,Palm Beach,52419,"Tilapia, Bottlenose Gar",5/24/2019,29999
Charlotte Park Canal,Punta Gorda,Fish Kill,Charlotte,52419,Black Drum,5/24/2019,30000
Charlotte Park Canal,Punta Gorda,Fish Kill,Charlotte,52419,Black Drum,5/24/2019,30001
Old Tampa Bay,Safety Harbor,Discolored Water,Pinellas,52419,No Species,5/24/2019,30002
Lake Agnes,Polk City,Fish Kill,Polk,52519,"Species Unidentified, Speckled Perch, Bream, Bass",5/25/2019,30003
Burgundy Drive Canal,Tavernier,Fish Kill,Monroe,52519,Species Unidentified,5/25/2019,30004
Burgundy Drive Canal,Tavernier,Fish Kill,Monroe,52519,Species Unidentified,5/25/2019,30005
Burgundy Drive Canal,Tavernier,Fish Kill,Monroe,52519,Species Unidentified,5/25/2019,30006
Burgundy Drive Canal,Tavernier,Fish Kill,Monroe,52519,Species Unidentified,5/25/2019,30007
Lake Agnes,Polk City,Fish Kill,Polk,52519,Speckled Perch,5/25/2019,30008
Lake Agnes,Polk City,Fish Kill,Polk,52519,Speckled Perch,5/25/2019,30009
GOM - Sand Key Beach - South Beach II,Clearwater,Mortality - Cartilaginous,Pinellas,52719,Stingray,5/27/2019,30010
Golf Trade Beach,Fort Walton Beach,Fish Kill,Okaloosa,52719,Shark,5/27/2019,30011
Sampson River,Starke,Fish Kill,Bradford,52819,"Bream, Bass",5/28/2019,30012
Hughes Creek,Blountstown,Fish Kill,Calhoun,52819,Species Unidentified,5/28/2019,30013
Little Island Pond,Panama City,Fish Kill,Bay,52819,Species Unidentified,5/28/2019,30014
Lake Agnes,Polk City,Fish Kill,Polk,52819,Red Sunfish,5/28/2019,30015
Sugarloaf Sound,Sugarloaf Key,Fish Kill,Monroe,52819,Species Unidentified,5/28/2019,30016
Geiger Key,Key West,Fish Kill,Monroe,52819,Species Unidentified,5/28/2019,30017
Little Island Pond,Panama City,Fish Kill,Bay,52819,"Bass, Bream",5/28/2019,30018
Burgundy Drive Canal,Tavernier,Fish Kill,Monroe,52819,"Parrotfish, Snapper",5/28/2019,30019
GOM - Captiva Beach,Captiva,Fish Kill,Lee,52819,"Silverside, Mole Crab",5/28/2019,30020
GOM - Ft Desoto Fishing Pier,St Petersburg,Abnormal Appearance,Pinellas,52819,Spanish Mackeral,5/28/2019,30021
GOM - Treasure Island Municipal Beach,Treasure Island,Fish Kill,Pinellas,52819,Needlefish,5/28/2019,30032
Lake Poinsett,Cocoa,Fish Kill,Brevard,52919,"Bass, Bluegill",5/29/2019,30024
Little Island Lake,Panama City,Fish Kill,Bay,52919,"Bream, Bass, Catfish",5/29/2019,30025
Simpson River - CR 225 Bridge,Starke,Fish Kill,Bradford,52919,Species Unidentified,5/29/2019,30026
Goose Creek Bay,St Marks,Abnormal Appearance,Wakulla,52919,Spotted Seatrout,5/29/2019,30027
Fort George Inlet Retention Pond,Jacksonville,Fish Kill,Duval,52919,Red Drum,5/29/2019,30028
Sampson River at CSX Bridge,Hampton,Fish Kill,Bradford,52919,"Largemouth Bass, Bream",5/29/2019,30029
SJR - Julington Creek,Fleming Island,Discolored Water,Duval,53019,No Species,5/30/2019,30030
Private Pond - Interior Wood Designs,Bradenton,Fish Kill,Manatee,53019,Species Unidentified,5/30/2019,30031
Sugarloaf Canal,Summerland Key,Fish Kill,Monroe,53119,Tarpon,5/31/2019,30038
Mc Coy Creek,Jacksonville,Fish Kill,Duval,53119,Species Unidentified,5/31/2019,30039
Lemon Bay - Indain Mound Park,Englewood,Dying Land Mammal,Sarasota,53119,Dog,5/31/2019,30040
Bunces Pass,Tierra Verde,Fish Kill,Pinellas,53119,Species Unidentified,5/31/2019,30117
Cross Creek Retention Pond,Tampa,Fish Kill,Hillsborough,53119,Species Unidentified,5/31/2019,30075
Bulow Creek / Halifax River,Flagler Beach,Fish Kill,Flagler,53119,Species Unidentified,5/31/2019,30076
GOM - Captiva Beach,Captiva,Fish Kill,Lee,60119,Hammerhead Shark,6/1/2019,30042
Jacksonville - Ocean Front Park,Jacksonville Beach,Fish Kill,Duval,60119,Species Unidentified,6/1/2019,30043
Lake Dickey,Auburndale,Fish Kill,Polk,60119,"Largemouth Bass, Tilapia, Bream, Catfish",6/1/2019,30033
Jacksonville Beach - 16th Ave Access,Jacksonville,Fish Kill,Duval,60219,"Mullet, Angelfish, Snapper",6/2/2019,30034
Jacksonville Beach - 5th Ave S & 9th Ave S,Jacksonville Beach,Fish Kill,Duval,60219,Species Unidentified,6/2/2019,30035
Atlantic Ocean,Fernandina Beach,Fish Kill,Nassau,60219,Species Unidentified,6/2/2019,30036
Dove Creek,Tavernier,Fish Kill,Monroe,60219,"Species Unidentified, Crawfish, Grunt, Lobster, Silverside",6/2/2019,30047
Little Arch Creek,Miami,Iguana,Miami-Dade,60319,"Pinfish, Tarpon, Snook, Horseshoe Crab, Pilchard, Snapper",6/3/2019,30048
Little Arch Creek,Miami,Fish Kill,Miami-Dade,60319,Species Unidentified,6/3/2019,30049
Dove Sound Creek,Tavernier,Fish Kill,Monroe,60319,Species Unidentified,6/3/2019,30050
GOM - Captiva Beach,Captiva,Fish Kill,Lee,60319,Hammerhead Shark,6/3/2019,30051
Lyons Bay,Nokomis,Discolored Water,Sarasota,60319,No Species,6/3/2019,30052
Geiger Key Creek - Boca Chica Road,Key West,Fish Kill,Monroe,60319,Species Unidentified,6/3/2019,30053
Turnberry Golf Course Pond,Aventura,Fish Kill,Miami-Dade,60319,"Species Unidentified, Muscovy",6/3/2019,30054
Dove Creek,Tavernier,Fish Kill,Monroe,60319,"Mangrove Snapper, Parrotfish",6/3/2019,30045
Fortune Place Pond,Kissimmee,Fish Kill,Osceola,60319,Species Unidentified,6/3/2019,30041
Off Jacksonville Beach,Jacksonville Beach,Fish Kill,Duval,60319,"Whiting, Jack, Crevalle Mullet",6/3/2019,30060
Atlantic Ocean - Mickler’s Landin,Ponte Vedra Beach,Fish Kill,St. Johns,60319,Red Drum,6/3/2019,30061
Mickler Beach,Ponte Vedra Beach,Fish Kill,St. Johns,60419,"Whiting Drum, Baitfush",6/4/2019,30062
Atlantic Ocean - Sawgrass Beach Club,Ponte Vedra Beach,Fish Kill,St. Johns,60419,Species Unidentified,6/4/2019,30063
Largo Sound Canal,Key largo,Fish Kill,Monroe,60419,Species Unidentified,6/4/2019,30064
Dove Creek Canal,Tavernier,Mortality - Bird,Monroe,60419,"Species Unidentified,  Bird",6/4/2019,30065
